Id	Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	LifeParam	LifeReplenish	ARParam	DefenseParam	MinDamageParam	MaxDamageParam	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime
541	Song Thu	0	5	3	1			420				enemy133	0	0	0	0	0	1	1	1	1	1	1	53	0|12	53	1|0	53	0|12	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	25	25	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	50	50	50	50	50	180	100	\settings\droprate\quai10x.ini	10
542	Son Tac	0	5	4	1			420				enemy134	0	0	0	0	0	1	1	1	1	1	1	53	0|12	53	1|0	53	0|12	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10	100	100	100	100	25	25	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	50	50	50	50	50	180	100	\settings\droprate\quai10x.ini	10
543	Thich Khach	0	5	2	1			420				enemy135	0	0	0	0	0	1	1	1	1	1	1	53	0|12	53	1|0	53	0|12	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10000	100	100	100	100	25	25	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	50	50	50	50	50	180	100	\settings\droprate\quai10x.ini	10
544	Tieu Truong Tong Chinh	0	5	4	1			112				enemy003	0	0	0	0	0	24	33	20	11	10	10	53	0|10	53	0|10	53	0|10	53	0|10		\script\npclevelscript\standard.lua	100	100	0|2000	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
545	Tieu Dieu Nhu	0	5	2	1			165				enemy056	0	0	0	0	0	37	38	20	11	10	10	53	0|10	53	0|10	53	0|10	53	0|10		\script\npclevelscript\standard.lua	100	100	0|2000	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
546	Tieu Lieu Thanh Thanh	0	5	0	1			263				enemy173	0	0	0	0	0	28	30	28	11	16	13	53	0|10	53	0|10	53	0|10	53	0|10		\script\npclevelscript\standard.lua	100	100	0|2000	100	100	100	100	6	6	18	18	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|95	0|95	0|95	0|95	0|95	95	95	95	95	95	180	100	\settings\droprate\quai10x.ini	10
547	Thuy Tac Buon Hiu	0	5	0	1			420				enemy121	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	1|0	53	0|18	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
548	Thuy Tac Tuc Gian	0	5	1	1			420				enemy122	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	1|0	53	0|18	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
549	Thuy Tac Vui Cuoi	0	5	2	1			420				enemy123	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	1|0	53	0|18	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
550	Thuy Tac Khoc Loc	0	5	3	1			420				enemy124	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	1|0	53	0|18	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
551	Thuy Tac Doc Ac	0	5	4	1			420				enemy125	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	1|0	53	0|18	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
552	Sa Mac Doc Giai	0	5	0	1			107				ani065	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
553	Sa Mac Chi Thu	0	5	1	1			108				ani066	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
554	Sa Mac Ngo Cong	0	5	2	1			109				ani067	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
555	Sa Mac Doc Giai	0	5	3	1			107				ani065	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
556	Sa Mac Ngo Cong	0	5	4	1			109				ani067	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
557	Nhan Kinh Xa	0	5	0	1			79				ani037	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
558	Luc Mang Xa	0	5	1	1			80				ani038	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
559	Kim Hoang Xa	0	5	2	1			81				ani039	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
560	Xich Luyen Xa	0	5	3	1			82				ani040	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
561	Kim Dieu	0	5	4	1			83				ani041	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
562	Thao Nguyen Son Tac	0	5	0	1			230				enemy121	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
563	Thao Nguyen Son Tac	0	5	1	1			231				enemy122	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
564	Thao Nguyen Son Tac	0	5	2	1			232				enemy123	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
565	Thao Nguyen Son Tac	0	5	3	1			233				enemy124	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
566	Thao Nguyen Son Tac	0	5	4	1			234				enemy125	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
567	Khi Vua	0	5	0	1			95				ani053	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
568	Khi Vua	0	5	1	1			96				ani054	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
569	Khi Vua	0	5	2	1			97				ani055	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
570	Khi Vua	0	5	3	1			98				ani056	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
571	Ret	0	5	4	1			100				ani058	0	0	0	0	0	36	40	24	10	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
572	Hoi Lang	0	5	0	1			51				ani009	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
573	Hoa Lang	0	5	1	1			52				ani010	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
574	Thanh Lang	0	5	2	1			53				ani011	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
575	Tuyet Lang	0	5	3	1			54				ani012	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
576	Ho Ly	0	5	4	1			55				ani013	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
577	Dao Binh Thien Long	0	5	3	1			257				enemy031	0	0	0	0	0	36	40	31	11	19	14	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
578	Thuong Binh Thien Long	0	5	4	1			257				enemy036	0	0	0	0	0	36	40	31	11	19	14	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
579	Hieu Uy Thien Long	0	5	0	1			257				enemy103	0	0	0	0	0	36	40	31	11	19	14	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
580	Thu Linh Thien Long	0	5	1	1			257				enemy006	0	0	0	0	0	36	40	31	11	19	14	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
581	Bo Khoai Thien Long	0	5	0	1			257				enemy016	0	0	0	0	0	36	40	31	11	19	14	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
582	Pho Tuong Thien Long	0	5	1	1			257				enemy023	0	0	0	0	0	36	40	31	11	19	14	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
583	Cung Binh Thien Long	0	5	2	1			257				enemy028	0	0	0	0	0	36	40	31	11	19	14	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
584	Thong Soai Thien Long	0	5	3	1			247				boss011	0	0	0	0	0	33	39	28	11	18	14	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
585	Thong Soai Thien Long	0	5	4	1			247				boss011	0	0	0	0	0	33	39	28	11	18	14	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
586	Nam Ho	0	5	0	1			44				ani002	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
587	Nam Ho	0	5	1	1			45				ani003	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
588	Nam Ho	0	5	2	1			44				ani002	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
589	Nam Ho	0	5	3	1			44				ani002	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
590	Nam Ho	0	5	4	1			45				ani003	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
591	Bao	0	5	0	1			47				ani005	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
592	Bao	0	5	1	1			48				ani006	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
593	Bao	0	5	2	1			47				ani005	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
594	Bao	0	5	3	1			48				ani006	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
595	Bao	0	5	4	1			48				ani006	0	0	0	0	0	37	38	20	11	10	10	53	0|18	53	0|18	53	0|18	53	0|18		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
596	Tay Son Thien Ung	0	5	0	1			84				ani042	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
597	Tay Son Ken Ken	0	5	1	1			85				ani043	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	15	15	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
598	Tay Son Doi Chua	0	5	2	1			87				ani045	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
599	Tay Son Doi Chua Do	0	5	3	1			88				ani046	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
600	Tay Son Doi Dien	0	5	4	1			89				ani047	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
601	Tay Son Doi Hut Mau	0	5	0	1			90				ani048	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
602	Kim Mieu Tay Son	0	5	1	1			91				ani049	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
603	Xa Li Tay Son	0	5	2	1			92				ani050	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	6	6	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
604	Hoan Hung Tay Son	0	5	3	1			93				ani051	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
605	Linh Mieu Tay Son	0	5	4	1			94				ani052	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	10	10	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
606	Luong Ngan	0	5	0	1			420				enemy023	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
607	Thach Con	0	5	1	1			420				enemy024	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
608	Kim Quan	0	5	2	1			420				enemy026	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
609	Quy Anh	0	5	3	1			420				enemy107	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
610	Thuong Liem	0	5	4	1			420				enemy086	0	0	0	0	0	36	40	24	10	10	10	53	0|15	53	0|15	53	0|15	53	0|15		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
