SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc	IsMagic	Skillrank
TuyÕt ¶nh	Kü n¨ng hç trî chñ ®éng	164	600	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_32.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k017.wav	33	0	2	0	0	0	0	0	2	7	0	-1	0	0	11	0		5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0	0	0	0				0	0	\script\skill\cuiyan.lua	attackspeed_v	xueying	castspeed_v	xueying	skill_cost_v	xueying	fastwalkrun_p	xueying		xueying		xueying		xueying		xueying		xueying		xueying		xueying		xueying		xueying		xueying		xueying		xueying		xueying		xueying		xueying		xueying		"Thóy yªn cao cÊp néi c«ng, n¨ng có ®Ò cao vò c«ng ®İch ph¸t chiªu tèc ®é hßa tù th©n ®İch di ®éng tèc ®é."	0	0
B¨ng cèt tuyÕt t©m	Vâ c«ng trÊn ph¸i	165	9999	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_43.spr				0	0	3	0	0	0	0	0	2	7	0	-1	0	0	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	\script\skill\cuiyan.lua	addcoldmagic_v	binggu_xuexin	addcolddamage_v	binggu_xuexin	deadlystrikeenhance_p	binggu_xuexin	coldenhance_p	binggu_xuexin	addphysicsmagic_v	binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		"Thóy yªn chİ cao néi c«ng, n¨ng có t¨ng gia b¨ng c«ng th­¬ng h¹i, tŞnh duyªn tr­êng ®Şch nh©n ®İch ®éng t¸c tr× ho·n th× gian."	0	0
Môc d· l­u tinh	C«ng kİch ngo¹i c«ng	166	601	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_31.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k009.wav	0	0	0	0	420	0	0	0	2	8	167	-1	1	1	10	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	1	1	0	0	1	0	0	0				0	0	\script\skill\cuiyan.lua	physicsenhance_p	muye_liuxing	colddamage_v	muye_liuxing	addskilldamage1	muye_liuxing	skill_attackradius	muye_liuxing	skill_cost_v	muye_liuxing	seriesdamage_p	muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		"Thóy yªn cao cÊp vò c«ng, huyÔn hãa tuyÕt cÇu tßng cao kh«ng c«ng kİch ®èi thñ, ®èi kú t¹o thµnh b¨ng c«ng th­¬ng h¹i."	0	0
Môc d· l­u tinh		167	601	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_31.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k009.wav	0	0	0	0	420	0	0	0	2	6	9	-1	1	1	11	0		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	1	1	0	0	1	0	0	0				0	0	\script\skill\cuiyan.lua	physicsenhance_p	muye_liuxing	colddamage_v	muye_liuxing	addskilldamage1	muye_liuxing	skill_attackradius	muye_liuxing	skill_cost_v	muye_liuxing	seriesdamage_p	muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		"Thóy yªn cao cÊp vò c«ng, huyÔn hãa tuyÕt cÇu tßng cao kh«ng c«ng kİch ®èi thñ, ®èi kú t¹o thµnh b¨ng c«ng th­¬ng h¹i."	0	0
Bİch h¶i triÒu sinh	C«ng kİch néi c«ng	168	602	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_41.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k010.wav	0	0	0	0	72	0	0	0	2	7	10	-1	1	1	11	1		0	0	0	0	0	0	0	1	0	0	0	1	0	1	175	0	0	0	0	0	0	0	50	20	-2	1	0	0	0		0					0	0	\script\skill\cuiyan.lua	physicsdamage_v	bihai_chaosheng	colddamage_v	bihai_chaosheng	addskilldamage1	bihai_chaosheng	skill_cost_v	bihai_chaosheng		bihai_chaosheng	seriesdamage_p	bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		"Thóy yªn song ®ao ®İch cao cÊp chiªu sæ, ho¸n ph¸t v« sæ b¨ng l¨ng th­¬ng h¹i ®Şch nh©n."	1	0
B¨ng tung v« ¶nh	C«ng kİch ngo¹i c«ng	169	601	1	\spr\Ui\skill\±ùĞÄÑ©Á«.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	360	15	0	1	2	8	170	-1	5	1	10	1		6	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	171	0	0	80	20	1	1	0	0	2	0	24	0				0	0	\script\skill\cuiyan.lua	physicsenhance_p	bingzong_wuying	colddamage_v	bingzong_wuying	missle_speed_v	bingzong_wuying	skill_attackradius	bingzong_wuying	skill_cost_v	bingzong_wuying	skill_eventskilllevel	bingzong_wuying	skill_collideevent	bingzong_wuying	skill_showevent	bingzong_wuying	addskillexp1	bingzong_wuying	skill_misslenum_v	bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying	\script\skill\skilllvlup\±ù×ÙÎŞÓ°.lua	"Thóy yªn ®ao ph¸p trung ®İch chung cùc chiªu sæ, dông c­êng ®¹i ®İch néi lùc ng­ng tô hµn b¨ng, träng sang ®èi thñ."	0	0
B¨ng tung v« ¶nh	C«ng kİch ngo¹i c«ng	170	601	0	\spr\Ui\skill\±ùĞÄÑ©Á«.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	360	15	0	1	2	2	146	-1	5	1	10	1		6	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	171	0	0	80	20	1	1	0	0	2	0	24	0				0	0	\script\skill\cuiyan.lua	physicsenhance_p	bingzong_wuying	colddamage_v	bingzong_wuying	missle_speed_v	bingzong_wuying	skill_attackradius	bingzong_wuying	skill_cost_v	bingzong_wuying	skill_eventskilllevel	bingzong_wuying	skill_collideevent	bingzong_wuying	skill_showevent	bingzong_wuying	addskillexp1	bingzong_wuying	skill_misslenum_v	bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		bingzong_wuying		"Thóy yªn ®ao ph¸p trung ®İch chung cùc chiªu sæ, dông c­êng ®¹i ®İch néi lùc ng­ng tô hµn b¨ng, träng sang ®èi thñ."	0	64
B¨ng t©m tuyÕt liªn	C«ng kİch ngo¹i c«ng	171		0	\spr\Ui\skill\±ùĞÄÑ©Á«.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ğ¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	2	0	400	0	2	3	2	7	188	-1	1	1	10	1		6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	10	0	0	0	64	0				0	0	\script\skill\cuiyan.lua	colddamage_v	bingxin_xuelian	seriesdamage_p	bingxin_xuelian	skill_misslenum_v	bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		"Nga mi tuyÖt ®İnh vò c«ng, ®èi ®¹i ph¹m vi ®İch ®Şch nh©n t¹o thµnh th­¬ng h¹i."	0	0
B¨ng t©m tiªn tö	C«ng kİch néi c«ng	172	602	0	\spr\Ui\skill\·çÑ©±ùÌì.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k006.wav	0	0	0	0	240	15	0	0	2	1	147	-1	1	1	11	1		2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	173	3	0	0	0	0	80	20	-2	1	130	0	0	¼ä¸é	5	0				0	0	\script\skill\cuiyan.lua	physicsdamage_v	bingxin_xianzi	colddamage_v	bingxin_xianzi	missle_speed_v	bingxin_xianzi	skill_attackradius	bingxin_xianzi	skill_cost_v	bingxin_xianzi	skill_eventskilllevel	bingxin_xianzi	skill_flyevent	bingxin_xianzi	skill_showevent	bingxin_xianzi	addskillexp1	bingxin_xianzi	skill_skillexp_v	bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi	\script\skill\skilllvlup\±ùĞÄÏÉ×Ó.lua	"Thóy yªn song ®ao ®İch chung cùc chiªu sæ, huyÔn hãa tiªn tö x¹ s¸t ®Şch nh©n."	1	65
Phong tuyÕt b¨ng thiªn	C«ng kİch néi c«ng	173		0	\spr\Ui\skill\·çÑ©±ùÌì.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k010.wav	0	0	2	0	400	0	0	0	2	7	148	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	130	0	0		0					0	0	\script\skill\cuiyan.lua	colddamage_v	fengxue_bingtian	seriesdamage_p	fengxue_bingtian	skill_misslenum_v	fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		"Thóy yªn v« th­îng dŞ thuËt, ®¹i ph¹m vi néi hµng tuyÕt b¨ng ®èng ®Şch nh©n."	1	0
Phong quyÒn tµn tuyÕt	C«ng kİch néi c«ng	174		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_11.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k007.wav	0	0	0	0	360	15	2	1	2	1	196	-1	16	1	11	0		5	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	1	0	0	0	0	0	0				0	0	\script\skill\cuiyan.lua	physicsdamage_v	fengjuan_canxue	addskilldamage1	fengjuan_canxue	missle_speed_v	fengjuan_canxue	skill_attackradius	fengjuan_canxue	skill_cost_v	fengjuan_canxue	seriesdamage_p	fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		fengjuan_canxue		"Thóy yªn tiÕn giai vò c«ng, ®èi tiÒn ph­¬ng phiÕn h×nh diÖn th­îng ®İch së h÷u ®Şch nh©n t¹o thµnh th­¬ng h¹i."	1	0
Bİch h¶i triÒu sinh	C«ng kİch néi c«ng	175		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_01.spr	0	0	0	0	0	2	0	0	0	5	1	2	3	11	-1	16	1	11	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	\script\skill\cuiyan.lua	physicsdamage_v	bihai_chaosheng	colddamage_v	bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng	seriesdamage_p	bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng			1	0
KiÕn nh©n thÇn thñ	C«ng kİch néi c«ng	176	702	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_21.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	300	0	0	0	4	1	46	-1	1	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	1	0	0	0		0					0	0	\script\skill\gaibang.lua	firedamage_v	jianren_shenshou	addskilldamage1	jianren_shenshou	missle_speed_v	jianren_shenshou	skill_attackradius	jianren_shenshou	skill_cost_v	jianren_shenshou	seriesdamage_p	jianren_shenshou	addskilldamage2	jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		"C¸i bang ch­ëng ph¸p nhËp m«n chiªu thøc, ®èi viÔn xö ®Şch nh©n t¹o thµnh khinh vi th­¬ng h¹i."	1	0
Duyªn m«n th¸c b¸t	C«ng kİch ngo¹i c«ng	177	701	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_11.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	240	0	0	0	4	8	178	-1	1	1	10	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	physicsenhance_p	yanmen_tuobo	firedamage_v	yanmen_tuobo	addskilldamage1	yanmen_tuobo	missle_speed_v	yanmen_tuobo	skill_attackradiu	yanmen_tuobo	skill_cost_v	yanmen_tuobo	seriesdamage_p	yanmen_tuobo	addskilldamage2	yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		"C¸i bang bæng ph¸p nhËp m«n chiªu thøc, c«ng kİch th­¬ng h¹i gi¸c ®ª."	0	0
Duyªn m«n th¸c b¸t	C«ng kİch ngo¹i c«ng	178	701	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_11.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	240	0	0	0	4	1	45	-1	1	1	10	0		5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	physicsenhance_p	yanmen_tuobo	firedamage_v	yanmen_tuobo	addskilldamage1	yanmen_tuobo	missle_speed_v	yanmen_tuobo	skill_attackradiu	yanmen_tuobo	skill_cost_v	yanmen_tuobo	seriesdamage_p	yanmen_tuobo	addskilldamage2	yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		"C¸i bang bæng ph¸p nhËp m«n chiªu thøc, c«ng kİch th­¬ng h¹i gi¸c ®ª."	0	0
C¸i bang bæng ph¸p	Kü n¨ng hç trî bŞ ®éng	179	703	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_gf.spr				0	0	3	0	0	0	0	0	4	7	0	-1	0	0	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	addphysicsdamage_p	gaibang_bangfa	deadlystrikeenhance_p	gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		§Ò th¨ng dông bæng c«ng kİch ®İch n¨ng lùc.	0	0
C¸i bang ch­ëng ph¸p	Kü n¨ng hç trî bŞ ®éng	180	704	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_aq.spr				0	0	3	0	0	0	0	0	4	7	0	-1	0	0	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	addfiremagic_v	gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		§Ò cao kh«ng thñ c«ng kİch ®İch n¨ng lùc.	0	0
Hãa hiÓm vi di	Kü n¨ng hç trî bŞ ®éng	181	700	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_42.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			0	0	3	0	400	0	0	0	4	7	0	-1	0	0	11	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	meleedamagereturn_p	huaxian_weiyi	adddefense_v	huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		"C¸i bang ®Æc h÷u tuyÖt kü, ®Ò th¨ng chiÕn ®Êu trung ®İch ®ãa thiÓm n¨ng lùc."	0	0
Gi¸ng long ch­ëng	Kü n¨ng hç trî bŞ ®éng	182	704	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_32.spr				0	0	3	0	0	0	0	0	4	7	0	-1	0	0	14	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	lifemax_p	xianglong_zhang	manamax_p	xianglong_zhang	addfiremagic_v	xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		"C¸i bang trÊn bang ch­ëng ph¸p, t­¬ng sinh mÖnh chuyÓn hãa vi néi lùc, ph¸t xuÊt chİ c­¬ng chİ d­¬ng ®İch néi lùc c«ng kİch."	0	0
§¶ cÈu bæng	Kü n¨ng hç trî chñ ®éng	183	703	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_23.spr				44	1	2	0	180	0	0	0	2	7	184	-1	1	0	14	0		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	addphysicsdamage_p	dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		"C¸i bang kh¸n gia ph¸p b¶o, kÕt trËn chi hËu ®¹i phóc ®é ®Ò cao c¸i bang bæng ph¸p c«ng kİch n¨ng lùc."	0	0
§¶ cÈu bæng		184		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_23.spr				44	0	2	0	180	0	0	0	2	3	92	-1	1	1	14	0		0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	addphysicsdamage_p	dagou_zhen	skill_cost_v	dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen			0	0
Ho¹t bÊt l­u thñ	Kü n¨ng hç trî chñ ®éng	185	32	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_33.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			57	0	2	0	0	0	0	0	4	6	114	-1	1	1	11	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	fastwalkrun_p	huabu_liushou	skill_cost_v	huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		"C¸i bang ®Æc h÷u tuyÖt kü, kh¶ dÜ duyªn tr­êng tù th©n ®İch bµo bé th× gian, t¨ng gia bµo bé tèc ®é."	0	0
Kh¸ng long h÷u hèi	C«ng kİch néi c«ng	186	702	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_41.spr	\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ğ§¹û.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	0	0	4	2	48	-1	8	1	11	0		5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	3		1					0	0	\script\skill\gaibang.lua	firedamage_v	kanglong_youhui	addskilldamage1	kanglong_youhui	missle_speed_v	kanglong_youhui	skill_attackradius	kanglong_youhui	skill_cost_v	kanglong_youhui	seriesdamage_p	kanglong_youhui	skill_param1_v	kanglong_youhui	skill_misslenum_v	kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		"C¸i bang ®İch cao cÊp vò c«ng, c¸i bang bang chñ dÜ chi uy chÊn thiªn h¹."	1	0
Kh¸ng long h÷u hèi	C«ng kİch néi c«ng	187	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_07.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	2	0	400	0	0	0	4	6	117	-1	1	1	11	0		10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	1	10	0	0		0					0	0	\script\skill\tianren\ÍÆÉ½Ìîº£.lua	firedamage_v		skill_cost_v																																							"Thiªn nhÉn ®İch tiÕn giai vò c«ng, lîi dông háa d­îc ®Şa l«i bè thµnh háa t­êng dÜ thiªu th­¬ng ®Şch nh©n."	1	0
Bæng ®¶ ¸c cÈu	C«ng kİch ngo¹i c«ng	188	203	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_31.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	72	0	0	5	4	8	189	-1	16	1	10	0		5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	2	1	0	0	0		0					0	0	\script\skill\gaibang.lua	physicsenhance_p	bangda_egou	firedamage_v	bangda_egou	addskilldamage1	bangda_egou	missle_speed_v	bangda_egou	skill_attackradius	bangda_egou	skill_cost_v	bangda_egou	seriesdamage_p	bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		"C¸i bang ®İch cao cÊp vò c«ng, biÕn hãa tinh diÖu."	0	0
